"pack_id","app_id","app_title","created","app_info"
"catbas","catbas.agente","Agentes",2023-12-26T09:25:59,"Catálogo de agentes"
"catbas","catbas.almacen","Almacenes",2023-12-26T09:25:59,"Catálogo de almacenes"
"catbas","catbas.banco","Bancos",2023-12-26T09:25:59,"Catálogo de bancos"
"catbas","catbas.caja","Cajas",2023-12-26T09:25:59,"Catálogo de cajas"
"catbas","catbas.cajero","Cajeros",2023-12-26T09:25:59,"Catálogo de cajeros"
"catbas","catbas.categoria","Categorias",2023-12-26T09:25:59,"Catálogo de categorias"
"catbas","catbas.cconsumo","Centro de consumo",2023-12-26T09:25:59,"Catálogo de Centro de consumo"
"catbas","catbas.cfgimpuesto","Configuración de impuestos",2023-12-26T09:25:59,"Catálogo de Configuración de impuestos"
"catbas","catbas.contacto","Contactos",2023-12-26T09:25:59,"Catálogo de Contactos"
"catbas","catbas.ctipospolizas","Tipos de polizas",2023-12-26T09:25:59,"Catálogo de Tipos de polizas"
"catbas","catbas.departamento","Departamentos",2023-12-26T09:25:59,"Catálogo de Departamentos"

"catbas","catbas.marca","Marcas",2023-12-26T09:25:59,"Catálogo de marcas"


"catbas","catbas.porteador","Porteadores",2023-12-26T09:25:59,"Catálogo de Porteadores"
"catbas","catbas.repartidor","Repartidores",2023-12-26T09:25:59,"Catálogo de Repartidores"
"catbas","catbas.tarjetacredito","Tarjeta de crédito",2023-12-26T09:25:59,"Catálogo de Tarjeta de crédito"
"catbas","catbas.tipocliente","Tipos de clientes",2023-12-26T09:25:59,"Catálogo de Tipos de clientes"
"catbas","catbas.tipoproveedor","Tipos de proveedores",2023-12-26T09:25:59,"Catálogo de Tipos de proveedores"
"catbas","catbas.ut_aduana","Aduanas",2023-12-26T09:25:59,"Catálogo de Aduanas"
"catbas","catbas.zona","Zonas",2023-12-26T09:25:59,"Catálogo de Zonas"
